StockCode,Description,TotalRevenue,TotalQuantity,TransactionCount,RevenueContribution,CumulativeRevenueShare,ABC_Class
22915,ASSORTED BOTTLE TOP  MAGNETS ,1157.28,3054,141,6.66067935010593e-05,0.9367016168334323,B
15034,PAPER POCKET TRAVELING FAN ,1156.1200000000001,9818,172,6.654003015903211e-05,0.9367681568635914,B
20729,RED SPOTTY CANDY BAG,1154.9,4626,67,6.646981354069318e-05,0.9368346266771321,B
21904,HOUSE WRECKING METAL SIGN ,1152.0,735,130,6.630290518562519e-05,0.9369009295823177,B
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1149.68,2861,224,6.616937850157081e-05,0.9369670989608193,B
22918,HERB MARKER PARSLEY,1148.4,1816,194,6.609570860692011e-05,0.9370331946694263,B
84968D,SET OF 16 VINTAGE RED CUTLERY,1146.42,88,42,6.598175048863232e-05,0.9370991764199149,B
22246,"GARLAND, MAGIC GARDEN 1.8M",1146.3,610,68,6.59748439360088e-05,0.9371651512638509,B
20681,PINK POLKADOT CHILDRENS UMBRELLA,1144.5,354,99,6.587124564665628e-05,0.9372310225094975,B
22040,BOTANICAL ROSE GIFT WRAP,1144.3,2815,94,6.585973472561709e-05,0.9372968822442231,B
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1143.0900000000001,1197,116,6.579009365333012e-05,0.9373626723378765,B
85116,BLACK CANDELABRA T-LIGHT HOLDER,1139.66,1173,52,6.559268135750834e-05,0.937428265019234,B
20802,SMALL GLASS SUNDAE DISH CLEAR,1137.99,895,76,6.549656516683126e-05,0.9374937615844009,B
23142,IVORY WIRE KITCHEN ORGANISER,1137.65,116,36,6.547699660106468e-05,0.937559238581002,B
23067,HANGING ENGRAVED METAL HEART,1137.1000000000001,274,71,6.544534156820695e-05,0.9376246839225701,B
22731,3D STICKERS CHRISTMAS STAMPS,1137.0,940,34,6.543958610768736e-05,0.9376901235086779,B
21063,PARTY INVITES JAZZ HEARTS,1136.71,1363,198,6.542289527218057e-05,0.9377555464039501,B
85164B,BLACK BAROQUE CUCKOO CLOCK,1134.75,113,41,6.531008824599669e-05,0.937820856492196,B
21157,RED SPOTTY WASHBAG,1133.28,542,92,6.522548297635878e-05,0.9378860819751724,B
21656,RIDGED GLASS POSY VASE ,1132.85,821,83,6.520073449612455e-05,0.9379512827096685,B
22739,"RIBBON REEL, XMAS SOCK/BAUBLE",1131.0,700,46,6.509425847651223e-05,0.9380163769681451,B
85055,FRENCH ENAMEL UTENSIL HOLDER,1130.6,316,79,6.507123663443388e-05,0.9380814482047796,B
22481,BLACK TEA TOWEL CLASSIC DESIGN,1130.24,1110,166,6.505051697656337e-05,0.9381464987217562,B
22265,EASTER DECORATION NATURAL CHICK,1129.65,1781,134,6.501655975949783e-05,0.9382115152815157,B
37343,SPOTS DESIGN MUG W PINK INSIDE,1129.44,784,51,6.50044732924067e-05,0.9382765197548081,B
21395,BLUE POLKADOT BEAKER ,1129.4399999999998,2824,80,6.500447329240668e-05,0.9383415242281005,B
22228,BUNNY WOODEN PAINTED WITH BIRD ,1129.4099999999999,1477,175,6.500274665425081e-05,0.9384065269747547,B
23559,WOODLAND BUNNIES LOLLY MAKERS,1129.28,563,75,6.499526455557536e-05,0.9384715222393103,B
23507,MINI PLAYING CARDS BUFFALO BILL ,1128.18,2839,101,6.493195448985992e-05,0.9385364541938002,B
23405,HOME SWEET HOME 2 DRAWER CABINET,1128.05,235,57,6.492447239118446e-05,0.9386013786661913,B
22985,"WRAP, BILLBOARD FONTS DESIGN",1125.8,2890,71,6.479497452949378e-05,0.9386661736407208,B
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,1124.68,11512,19,6.473051337167442e-05,0.9387309041540924,B
20733,GOLD MINI TAPE MEASURE ,1123.7,1546,101,6.467410985858249e-05,0.938795578263951,B
22924,FRIDGE MAGNETS LA VIE EN ROSE,1121.1,1374,81,6.452446788507325e-05,0.9388601027318361,B
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,1120.75,413,23,6.450432377325471e-05,0.9389246070556093,B
22232,JIGSAW TOADSTOOLS 3 PIECE,1120.6299999999999,1003,112,6.44974172206312e-05,0.9389891044728299,B
21738,COSY SLIPPER SHOES SMALL  RED ,1119.5,386,103,6.443238051675989e-05,0.9390535368533467,B
21773,DECORATIVE ROSE BATHROOM BOTTLE,1118.96,1264,106,6.440130102995413e-05,0.9391179381543766,B
21175,GIN AND TONIC DIET METAL SIGN,1118.46,474,37,6.43725237273562e-05,0.939182310678104,B
21130,COLOURFUL STANDING GNOME,1115.7,706,39,6.421367301701564e-05,0.939246524351121,B
70007,HI TEC ALPINE HAND WARMER,1114.89,1089,104,6.416705378680701e-05,0.9393106914049077,B
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,1114.51,929,109,6.414518303683257e-05,0.9393748365879446,B
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,1113.5,1310,61,6.408705288558476e-05,0.9394389236408303,B
23431,NATURAL HANGING QUILTED HEARTS ,1113.13,1427,67,6.40657576816623e-05,0.939502989398512,B
23506,MINI PLAYING CARDS SPACEBOY ,1106.28,2694,127,6.367150863607069e-05,0.939566660907148,B
21009,ETCHED GLASS STAR TREE DECORATION,1106.25,885,79,6.36697819979148e-05,0.9396303306891459,B
20765,CHRYSANTHEMUM SKETCHBOOK ,1104.79,405,120,6.358575227432886e-05,0.9396939164414202,B
15058A,BLUE POLKADOT GARDEN PARASOL,1104.6,148,51,6.357481689934164e-05,0.9397574912583195,B
21822,GLITTER CHRISTMAS TREE WITH BELLS,1102.9,868,97,6.34769740705087e-05,0.93982096823239,B
23061,VINTAGE EMBOSSED HEART,1102.46,886,84,6.345165004422252e-05,0.9398844198824342,B
79163,BLACK CHAMPAGNE GLASS,1102.17,1811,56,6.343495920871573e-05,0.9399478548416429,B
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",1100.91,177,21,6.336244040616895e-05,0.9400112172820491,B
48197,DOORMAT BIRD ON THE WIRE,1100.15,223,16,6.33186989062201e-05,0.9400745359809553,B
35598D,PINK/WHITE CHRISTMAS TREE 60CM,1099.12,1642,52,6.325941766286836e-05,0.9401377953986181,B
23072,MARIE ANTOINETTE TRINKET BOX SILVER,1099.0,326,22,6.325251111024486e-05,0.9402010479097284,B
22808,SET OF 6 T-LIGHTS EASTER CHICKS,1098.9,394,61,6.324675564972528e-05,0.9402642946653781,B
22919,HERB MARKER MINT,1098.8500000000001,1709,197,6.32438779194655e-05,0.9403275385432975,B
21779,MA CAMPAGNE MINI WOODEN CHEST,1097.8000000000002,301,22,6.318344558400984e-05,0.9403907219888815,B
21397,BLUE  SPOTTY EGG CUP ,1097.78,922,63,6.318229449190591e-05,0.9404539042833734,B
21312,LARGE CHUNKY GLASS ROMAN BOWL,1097.75,293,20,6.318056785375004e-05,0.9405170848512271,B
22253,6 CROCHET STRAWBERRIES,1096.39,937,69,6.310229359068369e-05,0.9405801871448177,B
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1095.35,1117,90,6.304243680127998e-05,0.9406432295816191,B
37482B,CUBIC MUG BLUE POLKA DOT,1093.95,1249,7,6.29618603540058e-05,0.9407061914419731,B
84674,FLYING PIG WATERING CAN,1093.8000000000002,444,92,6.295322716322643e-05,0.9407691446691363,B
20658,RED SPOTTY LUGGAGE TAG,1090.44,876,125,6.275984368976834e-05,0.9408319045128261,B
23225,CHERUB HEART DECORATION SILVER ,1089.6000000000001,1296,69,6.271149782140383e-05,0.9408946160106475,B
22709,WRAP WEDDING DAY,1089.5,2775,76,6.270574236088424e-05,0.9409573217530084,B
22448,PIN CUSHION BABUSHKA RED,1088.8600000000001,340,70,6.26689074135589e-05,0.941019990660422,B
22984,CARD GINGHAM ROSE ,1088.86,2714,144,6.266890741355889e-05,0.9410826595678355,B
22422,TOOTHPASTE TUBE PEN,1088.1000000000001,2080,149,6.262516591361004e-05,0.9411452847337491,B
22921,HERB MARKER CHIVES ,1085.2,1688,173,6.245825755854206e-05,0.9412077429913077,B
22615,PACK OF 12 CIRCUS PARADE TISSUES ,1084.09,3643,136,6.239437194677465e-05,0.9412701373632545,B
22761,CHEST 7 DRAWER MA CAMPAGNE,1083.75,45,31,6.237480338100806e-05,0.9413325121666355,B
23539,WALL ART LOVES' SECRET ,1082.1100000000001,229,33,6.228041382848688e-05,0.941394792580464,B
17096,ASSORTED LAQUERED INCENSE HOLDERS,1081.65,6157,35,6.225393871009678e-05,0.9414570465191741,B
21396,RED SPOTTY EGG CUP ,1081.53,909,58,6.224703215747327e-05,0.9415192935513316,B
22715,CARD WEDDING DAY,1081.08,2646,168,6.222113258513513e-05,0.9415815146839167,B
85017B,ENVELOPE 50 BLOSSOM IMAGES,1080.99,1859,118,6.22159526706675e-05,0.9416437306365874,B
22249,DECORATION WHITE CHICK MAGIC GARDEN,1080.71,1291,142,6.219983738121268e-05,0.9417059304739686,B
85130A,BEADED PEARL HEART WHITE LARGE,1080.0,656,74,6.215897361152361e-05,0.9417680894475801,B
20734,SILVER MINI TAPE MEASURE ,1079.85,1379,68,6.215034042074423e-05,0.9418302397880008,B
21806,WHITE CHRISTMAS HEART DECORATION,1079.1599999999999,2590,104,6.211062774315909e-05,0.941892350415744,B
16225,RATTLE SNAKE EGGS,1078.64,1420,112,6.208069934845725e-05,0.9419544311150925,B
22233,JIGSAW RABBIT AND BIRDHOUSE,1077.35,881,127,6.200645390775459e-05,0.9420164375690002,B
22094,RED POLKA DOT TISSUE BOX,1076.15,943,62,6.193738838151957e-05,0.9420783749573818,B
23515,EMBROIDERED RIBBON REEL DAISY ,1075.3799999999999,558,59,6.189307133551875e-05,0.9421402680287173,B
84562A,PINK/WHITE RIBBED MELAMINE JUG,1073.25,143,63,6.177048002645158e-05,0.9422020385087437,B
23513,EMBROIDERED RIBBON REEL SUSIE ,1072.96,556,62,6.175378919094479e-05,0.9422637922979347,B
85118,HEART T-LIGHT HOLDER,1072.1499999999999,2027,62,6.170716996073614e-05,0.9423254994678955,B
84396,6 HOOK JEWELLERY STAND BLACK DRESS,1071.6,516,28,6.167551492787842e-05,0.9423871749828233,B
21955,  DOORMAT UNION JACK GUNS AND ROSES,1071.25,167,51,6.165537081605988e-05,0.9424488303536394,B
22214,CANDLE PLATE LACE WHITE,1069.3,462,52,6.154313933592796e-05,0.9425103734929753,B
84279P, CHERRY BLOSSOM  DECORATIVE FLASK,1068.6000000000001,308,26,6.150285111229087e-05,0.9425718763440876,B
23418,LAVENDER TOILETTE BOTTLE,1066.88,533,60,6.1403857191354e-05,0.9426332802012789,B
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1065.3999999999999,748,76,6.131867637566412e-05,0.9426945988776546,B
21739,COSY SLIPPER SHOES SMALL GREEN,1064.5900000000001,364,100,6.127205714545549e-05,0.9427558709348001,B
85032D,YULETIDE IMAGES GIFT WRAP SET,1063.06,1008,90,6.118399859950582e-05,0.9428170549333996,B
21219,SET/4 BADGES BALLOON GIRL,1062.94,848,102,6.117709204688232e-05,0.9428782320254465,B
21413,PERIWINKLE T-LIGHT HOLDER,1062.1,3134,34,6.112874617851779e-05,0.942939360771625,B
22287,"DECORATION , WOBBLY CHICKEN, METAL ",1061.55,763,60,6.109709114566009e-05,0.9430004578627706,B
84313C,ORANGE TV TRAY TABLE ,1061.15,497,47,6.107406930358175e-05,0.9430615319320742,B
22740,POLKA DOT PEN,1060.8,1248,24,6.10539251917632e-05,0.9431225858572659,B
84658,WHITE STITCHED CUSHION COVER,1060.78,198,56,6.105277409965928e-05,0.9431836386313656,B
22815,CARD PSYCHEDELIC APPLES,1060.44,2566,165,6.1033205533892684e-05,0.9432446718368994,B
85131A,BEADED PEARL HEART WHITE ON STICK,1060.43,1375,77,6.103262998784073e-05,0.9433057044668872,B
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1060.0,1950,205,6.100788150760651e-05,0.9433667123483949,B
23375,50'S CHRISTMAS PAPER GIFT BAG,1059.9399999999998,1317,88,6.1004428231294745e-05,0.9434277167766262,B
22686,FRENCH BLUE METAL DOOR SIGN No,1059.7,909,81,6.099061512604775e-05,0.9434887073917523,B
21817,GLITTER CHRISTMAS TREE,1058.79,1671,121,6.093824043531952e-05,0.9435496456321876,B
22201,FRYING PAN BLUE POLKADOT ,1058.5,266,50,6.0921549599812724e-05,0.9436105671817874,B
84910A,PINK PAISLEY CUSHION COVER ,1058.2,412,40,6.090428321825397e-05,0.9436714714650056,B
21839,MUMMY MOUSE RED GINGHAM RIBBON,1058.1000000000001,198,81,6.089852775773439e-05,0.9437323699927633,B
22817,CARD SUKI BIRTHDAY,1056.84,2578,169,6.08260089551876e-05,0.9437931960017185,B
21818,GLITTER HEART DECORATION,1056.34,2434,129,6.0797231652589676e-05,0.9438539932333712,B
23529,DOLLY GIRL WALL ART,1055.94,318,11,6.0774209810511336e-05,0.9439147674431817,B
23369,SET 36 COLOUR PENCILS LOVE LONDON,1053.29,901,95,6.0621690106742315e-05,0.9439753891332885,B
22819,"BIRTHDAY CARD, RETRO SPOT",1052.64,2568,168,6.058427961336502e-05,0.9440359734129019,B
20771,CHRYSANTHEMUM  JOURNAL,1051.96,551,112,6.054514248183183e-05,0.9440965185553838,B
84609,TALL ROCOCO CANDLE HOLDER,1051.5,129,27,6.0518667363441736e-05,0.9441570372227472,B
85224,ASSORTED COLOUR SILK GLASSES CASE,1051.14,1987,47,6.049794770557124e-05,0.9442175351704528,B
84965A,PINK KASHMIRI COFFEE TABLE ,1050.0,20,3,6.0432335455647953e-05,0.9442779675059084,B
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,1049.9,410,44,6.0426579995128375e-05,0.9443383940859036,B
47587A,PINK FAIRY CAKE COASTER,1049.6399999999999,2676,9,6.041161579777744e-05,0.9443988057017013,B
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1048.49,711,93,6.034542800180221e-05,0.9444591511297031,B
21490,SET OF THREE 50'S GIFT WRAPS ,1047.6,598,37,6.02942044031779e-05,0.9445194453341064,B
23511,EMBROIDERED RIBBON REEL EMILY ,1046.42,524,85,6.0226289969046796e-05,0.9445796716240754,B
21803,CHRISTMAS TREE STAR DECORATION,1045.3799999999999,2489,101,6.0166433179643095e-05,0.944639838057255,B
23432,PRETTY HANGING QUILTED HEARTS,1045.2,1272,70,6.015607335070785e-05,0.9446999941306058,B
16046,TEATIME PEN CASE & PENS,1043.53,9949,45,6.005995716003077e-05,0.9447600540877659,B
23542,70'S ALPHABET WALL ART,1043.1,150,15,6.003520867979655e-05,0.9448200892964457,B
84847,FLORAL BATHROOM SET,1043.01,2315,37,6.0030028765328925e-05,0.944880119325211,B
21246,RED RETROSPOT BIG BOWL,1042.5,214,50,6.000067591667904e-05,0.9449401200011277,B
21090,SET/6 COLLAGE PAPER PLATES,1042.03,2285,159,5.9973625252236986e-05,0.9450000936263799,B
22532,MAGIC DRAWING SLATE LEAP FROG ,1041.3600000000001,2740,154,5.9935063666755774e-05,0.9450600286900467,B
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1040.83,1601,161,5.990455972600196e-05,0.9451199332497727,B
22997,TRAVEL CARD WALLET UNION JACK,1038.9,2477,181,5.979347933797397e-05,0.9451797267291107,B
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1038.66,831,96,5.9779666232726964e-05,0.9452395063953434,B
21633,SUNFLOWER DECORATIVE PARASOL,1038.45,127,34,5.976757976563583e-05,0.945299273975109,B
21410,COUNTRY COTTAGE  DOORSTOP GREEN,1036.75,259,101,5.9669736936802875e-05,0.9453589437120459,B
22204,MILK PAN BLUE RETROSPOT,1035.66,290,56,5.96070024171394e-05,0.945418550714463,B
16235,RECYCLED PENCIL WITH RABBIT ERASER,1031.58,5088,160,5.9372179627940296e-05,0.9454779228940909,B
20755,BLUE PAISLEY POCKET BOOK,1031.0,5084,86,5.9338797956926704e-05,0.9455372616920479,B
79066K,RETRO MOD TRAY,1030.86,1272,173,5.933074031219928e-05,0.94559659243236,B
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,1029.72,816,62,5.9265128062276017e-05,0.9456558575604224,B
85025C,PINK HEART SHAPE PHOTO FRAME,1029.1,642,92,5.9229444207054574e-05,0.9457150870046295,B
23231,WRAP  VINTAGE DOILY ,1029.0,2450,93,5.9223688746534996e-05,0.945774310693376,B
21825,PAINTED METAL TREE WITH HOLLY BELLS,1027.6999999999998,722,67,5.914886775978038e-05,0.9458334595611358,B
22340,NOEL GARLAND PAINTED ZINC ,1027.41,1345,95,5.9132176924273594e-05,0.9458925917380602,B
84989A,75 GREEN FAIRY CAKE CASES,1027.1,2066,121,5.9114334996662866e-05,0.9459517060730568,B
22256,FELT FARM ANIMAL CHICKEN,1025.58,846,83,5.9026851996765165e-05,0.9460107329250536,B
23516,EMBROIDERED RIBBON REEL SOPHIE  ,1025.01,291,40,5.899404587180353e-05,0.9460697269709254,B
84688,BEACH HUT DESIGN BLACKBOARD,1025.0,388,47,5.899347032575157e-05,0.9461287204412512,B
22102,MIRROR MOSAIC T-LIGHT HOLDER ,1024.5,1738,41,5.896469302315365e-05,0.9461876851342743,B
22382,LUNCHBAG SPACEBOY DESIGN ,1022.6,644,45,5.8855339273281525e-05,0.9462465404735476,B
84815,SET OF 3 DANISH ROSE PLANTERS,1022.5,906,36,5.884958381276194e-05,0.9463053900573604,B
21849,SILVER DIAMANTE PEN IN GIFT BOX,1020.34,460,59,5.872526586553889e-05,0.946364115323226,B
22718,CARD CAT AND TREE ,1020.24,2460,170,5.871951040501931e-05,0.946422834833631,B
21195,PINK  HONEYCOMB PAPER BALL ,1018.6800000000001,622,55,5.8629725220913776e-05,0.9464814645588518,B
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1017.18,11335,51,5.8543393313119986e-05,0.946540007952165,B
23026,DRAWER KNOB VINTAGE GLASS STAR,1016.97,503,53,5.853130684602886e-05,0.946598539259011,B
23411, TRELLIS COAT RACK,1016.5500000000001,217,46,5.8507133911846605e-05,0.9466570463929229,B
21209,MULTICOLOUR HONEYCOMB FAN,1016.52,1354,84,5.850540727369072e-05,0.9467155518001966,B
20777,CHRYSANTHEMUM NOTEBOOK,1016.25,3525,94,5.848986753028784e-05,0.9467740416677269,B
23544,WALL ART MID CENTURY MODERN ,1015.78,164,20,5.846281686584579e-05,0.9468325044845928,B
16047,POP ART PEN CASE & PENS,1015.59,10587,23,5.845188149085858e-05,0.9468909563660837,B
21883,STARS GIFT TAPE ,1015.3600000000001,2038,165,5.843864393166354e-05,0.9469493950100153,B
72819,CUPID DESIGN SCENTED CANDLES,1015.1,660,64,5.842367973431261e-05,0.9470078186897496,B
22101,MIRROR MOSAIC VOTIVE HOLDER,1014.72,1088,49,5.840180898433818e-05,0.9470662204987339,B
23508,MINI PLAYING CARDS DOLLY GIRL ,1013.0400000000001,2472,106,5.830511724760915e-05,0.9471245256159815,B
23327,HANGING CLEAR MINI BOTTLE,1012.02,1710,34,5.824641155030937e-05,0.9471827720275318,B
21065,BOOM BOX SPEAKER GIRLS,1011.6,516,57,5.8222238616127114e-05,0.9472409942661479,B
37479B,CUBIC MUG FLOCK BLUE ON BROWN,1011.48,1240,24,5.821533206350362e-05,0.9472992095982115,B
21040,MODERN VINTAGE COTTON SHOPPING BAG,1011.45,855,46,5.821360542534774e-05,0.9473574232036368,B
21316,SMALL CHUNKY GLASS ROMAN  BOWL,1008.19,669,34,5.8025977412409256e-05,0.9474154491810493,B
21827,EIGHT PIECE CREEPY CRAWLIE SET,1007.94,810,119,5.801158876111029e-05,0.9474734607698103,B
21010,ETCHED GLASS BIRD TREE DECORATION,1007.5,806,66,5.7986264734824106e-05,0.9475314470345452,B
23460,SWEETHEART WALL TIDY ,1007.0799999999999,108,43,5.796209180064185e-05,0.9475894091263458,B
15058B,PINK WHITE SPOTS GARDEN PARASOL,1007.0,180,47,5.795748743222618e-05,0.947647366613778,B
22857,ASSORTED EASTER GIFT TAGS,1004.66,1226,62,5.782280965606788e-05,0.9477051894234341,B
22202,MILK PAN PINK POLKADOT,1003.38,286,40,5.774913976141719e-05,0.9477629385631955,B
21786,POLKADOT RAIN HAT ,1003.33,2578,127,5.77462620311574e-05,0.9478206848252266,B
23433,HANGING QUILTED PATCHWORK APPLES,1003.1700000000001,1215,82,5.773705329432606e-05,0.947878421878521,B
21802,CHRISTMAS TREE HEART DECORATION,1002.9599999999999,2388,99,5.772496682723492e-05,0.9479361468453482,B
22678,FRENCH BLUE METAL DOOR SIGN 3,1001.18,799,113,5.76225196299863e-05,0.9479937693649783,B
84569D,PACK 6 HEART/ICE-CREAM PATCHES,1001.17,799,96,5.762194408393434e-05,0.9480513913090622,B
22258,FELT FARM ANIMAL RABBIT,1000.77,1113,71,5.7598922241856e-05,0.9481089902313041,B
85179B,WHITE BITTY LIGHT CHAIN ,1000.0799999999999,240,39,5.755920956427086e-05,0.9481665494408684,B
23347,I LOVE LONDON BEAKER,999.75,827,70,5.7540216544556234e-05,0.948224089657413,B
85169A,IVORY LOVE BIRD CANDLE,999.07,913,97,5.750107941302305e-05,0.948281590736826,B
23087,ZINC  HEART T-LIGHT HOLDER,997.1800000000001,830,49,5.7392301209202886e-05,0.9483389830380352,B
23131,MISELTOE HEART WREATH CREAM,996.0,240,1,5.732438677507178e-05,0.9483963074248103,B
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,995.4599999999999,2630,113,5.729330728826601e-05,0.9484536007320986,B
23102,SILVER HEARTS TABLE DECORATION,995.33,1231,139,5.728582518959055e-05,0.9485108865572882,B
22049,WRAP CHRISTMAS SCREEN PRINT,994.75,3450,112,5.7252443518576954e-05,0.9485681390008068,B
20832,RED FLOCK LOVE HEART PHOTO FRAME,994.0999999999999,1576,103,5.721503302519965e-05,0.9486253540338321,B
21145,ANTIQUE GLASS PLACE SETTING,994.03,839,39,5.721100420283594e-05,0.9486825650380349,B
85136C,RED SHARK HELICOPTER,993.75,125,80,5.71948889133811e-05,0.9487397599269484,B
22416,36 DOILIES SPACEBOY DESIGN ,993.4499999999999,705,52,5.717762253182234e-05,0.9487969375494801,B
23365,SET 12 COLOUR PENCILS LOVE LONDON,991.45,1529,128,5.706251332143063e-05,0.9488540000628015,B
23452,HEART MINI PORTRAIT FRAME,990.9,510,81,5.703085828857291e-05,0.9489110309210901,B
85212,MINI PAINTED GARDEN DECORATION ,990.6199999999999,2766,96,5.701474299911807e-05,0.9489680456640892,B
84964B,BLUE PAINTED KASHMIRI TABLE ,990.0,17,2,5.6979059143896646e-05,0.9490250247232331,B
21399,BLUE POLKADOT COFFEE MUG,989.9399999999999,2113,70,5.697560586758489e-05,0.9490820003291007,B
21530,DAIRY MAID TOASTRACK,989.72,860,114,5.69629438544418e-05,0.9491389632729552,B
84678,CLASSICAL ROSE SMALL VASE,989.5500000000001,541,64,5.695315957155851e-05,0.9491959164325268,B
20752,BLUE POLKADOT WASHING UP GLOVES,989.1,471,156,5.6927259999220374e-05,0.9492528436925259,B
84559A,3D SHEET OF DOG STICKERS,987.63,1161,151,5.684265472958247e-05,0.9493096863472555,B
17021,NAMASTE SWAGAT INCENSE,982.44,3714,75,5.6543946328615985e-05,0.9493662302935841,B
22856,ASSORTED EASTER DECORATIONS  BELLS,980.5600000000001,872,27,5.6435743670847773e-05,0.949422666037255,B
85124C,GREEN JUICY FRUIT PHOTO FRAME,979.95,397,97,5.6400635361678304e-05,0.9494790666726167,B
22323,PINK POLKADOT KIDS BAG,975.9,474,72,5.6167539210635085e-05,0.9495352342118274,B
21202,DOLLY HONEYCOMB GARLAND,975.9,814,56,5.6167539210635085e-05,0.9495914017510381,B
37424,WHITE WITH BLACK CATS MUG,975.41,5153,47,5.613933745408911e-05,0.9496475410884921,B
72815,3 WICK CHRISTMAS BRIAR CANDLE ,975.0,260,59,5.611574006595881e-05,0.9497036568285581,B
22260,FELT EGG COSY BLUE RABBIT ,973.0699999999999,1187,108,5.600465967793081e-05,0.949759661488236,B
21752,GLASS CAKE STAND MIRRORED BASE,972.6,68,30,5.5977609013488765e-05,0.9498156390972494,B
20705,MRS ROBOT SOFT TOY,972.5500000000001,269,49,5.5974731283228976e-05,0.9498716138285327,B
20866,BLUE ROSE FABRIC MIRROR,972.29,963,87,5.5959767085878044e-05,0.9499275735956185,B
23041,PAPER LANTERN 9 POINT SNOW STAR,971.1,234,42,5.589127710569498e-05,0.9499834648727242,B
20784,RED RETRO BAR STOOL,970.7,26,8,5.586825526361664e-05,0.9500393331279878,C
22680,FRENCH BLUE METAL DOOR SIGN 5,969.97,775,107,5.582624040182367e-05,0.9500951593683896,C
84559B,3D SHEET OF CAT STICKERS,969.0,1140,150,5.577041243478368e-05,0.9501509297808244,C
21277,FRENCH STYLE EMBOSSED HEART CABINET,968.8,45,40,5.575890151374451e-05,0.9502066886823382,C
21759,METAL WALL SHELF UNIT WITH HOOKS,968.08,27,11,5.57174621980035e-05,0.9502624061445362,C
22321,BIRD DECORATION RED SPOT,966.5899999999999,1139,84,5.563170583626167e-05,0.9503180378503724,C
84969,ASSORTED COLOUR SET 6 TEASPOONS,964.75,227,63,5.55258053627013e-05,0.9503735636557351,C
84800L,LARGE WHITE/PINK ROSE ART FLOWER,964.4300000000001,647,37,5.550738788903863e-05,0.9504290710436242,C
85008,SET OF 3 CONEY ISLAND OVAL BOXES,961.8,259,89,5.5356019277373524e-05,0.9504844270629016,C
84687,BEACH HUT SHELF W 3 DRAWERS,961.4,292,52,5.5332997435295184e-05,0.9505397600603369,C
23281,FOLDING BUTTERFLY MIRROR RED  ,961.2800000000001,1252,89,5.532609088267169e-05,0.9505950861512196,C
85126,LARGE ROUND CUTGLASS CANDLESTICK,960.6,148,32,5.52869537511385e-05,0.9506503731049707,C
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,958.32,2460,87,5.515572925129195e-05,0.950705528834222,C
22266,EASTER DECORATION HANGING BUNNY,958.3,2476,123,5.515457815918803e-05,0.9507606834123812,C
72484,ROSES IN WHITE HEART CANDLE ,958.21,1805,54,5.514939824472041e-05,0.9508158328106259,C
22860,EASTER TIN CHICKS PINK DAISY,957.0,580,88,5.507975717243342e-05,0.9508709125677983,C
84750B,BLACK SMALL GLASS CAKE STAND,956.64,564,55,5.505903751456291e-05,0.9509259716053129,C
82001S,SILVER RECORD COVER FRAME,955.86,272,19,5.501414492251015e-05,0.9509809857502354,C
85197,SET OF 12 MINI BUNNIES IN A BUCKET,955.26,1667,73,5.497961215939263e-05,0.9510359653623948,C
23518,EMBROIDERED RIBBON REEL RACHEL ,954.93,357,41,5.4960619139678e-05,0.9510909259815344,C
22701,PINK DOG BOWL,954.7800000000001,552,86,5.495198594889863e-05,0.9511458779674833,C
21250,SET OF SKULL WALL STICKERS,950.5,394,53,5.4705652238660365e-05,0.9512005836197219,C
84664,CHERRY BLOSSOM BATHROOM CABINET,950.4,192,50,5.469989677814078e-05,0.9512552835165,C
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,949.95,444,13,5.4673997205802644e-05,0.9513099575137058,C
22717,CARD DOG AND BALL ,949.32,2322,152,5.4637737804529256e-05,0.9513645952515104,C
23088,ZINC HEART FLOWER T-LIGHT HOLDER,947.18,760,57,5.451457094941012e-05,0.9514191098224598,C
22986,WRAP GINGHAM ROSE ,943.92,2276,82,5.4326942936471635e-05,0.9514734367653963,C
23033,DRAWER KNOB CERAMIC RED,943.75,679,59,5.431715865358834e-05,0.9515277539240499,C
22597,MUSICAL ZINC HEART DECORATION ,943.64,2498,113,5.43108276470168e-05,0.9515820647516969,C
22280,POCKET BAG PINK PAISELY BROWN SPOT,943.03,579,87,5.427571933784732e-05,0.9516363404710347,C
78124,MAGAZINE RACK GEBRA ASSORTED ,942.5,718,26,5.424521539709352e-05,0.9516905856864318,C
