StockCode,Description,ABC_Class,Velocity,AvgDailyQty,SafetyStock,ReorderPoint,CurrentStock,EOQ,ReorderRecommended
23411, TRELLIS COAT RACK,B,Normal,5.864864864864865,672.9,714.0,1071.0,207.0,0
21209,MULTICOLOUR HONEYCOMB FAN,B,Normal,17.81578947368421,1891.3,2016.0,2117.0,361.0,0
20777,CHRYSANTHEMUM NOTEBOOK,B,Fast Moving,41.964285714285715,44506.2,44800.0,26880.0,553.0,1
23544,WALL ART MID CENTURY MODERN ,B,Normal,10.25,1748.2,1820.0,2730.0,274.0,0
16047,POP ART PEN CASE & PENS,B,Fast Moving,504.14285714285717,69047.0,72576.0,54432.0,1918.0,1
21883,STARS GIFT TAPE ,B,Normal,14.985294117647058,2919.1,3024.0,3629.0,331.0,0
72819,CUPID DESIGN SCENTED CANDLES,B,Normal,11.578947368421053,1598.9,1680.0,2520.0,291.0,0
22101,MIRROR MOSAIC VOTIVE HOLDER,B,Normal,23.652173913043477,8906.4,9072.0,12247.0,416.0,0
23508,MINI PLAYING CARDS DOLLY GIRL ,B,Fast Moving,44.142857142857146,6691.0,7000.0,2100.0,568.0,1
23327,HANGING CLEAR MINI BOTTLE,B,Fast Moving,65.76923076923077,2983.6,3444.0,3616.0,693.0,0
21065,BOOM BOX SPEAKER GIRLS,B,Normal,10.32,1271.8,1344.0,806.0,274.0,1
37479B,CUBIC MUG FLOCK BLUE ON BROWN,B,Fast Moving,51.666666666666664,6358.3,6720.0,11088.0,614.0,0
21040,MODERN VINTAGE COTTON SHOPPING BAG,B,Normal,19.431818181818183,3896.0,4032.0,3629.0,377.0,1
21316,SMALL CHUNKY GLASS ROMAN  BOWL,B,Normal,22.3,1971.9,2128.0,638.0,403.0,1
21827,EIGHT PIECE CREEPY CRAWLIE SET,B,Normal,8.4375,682.9,742.0,223.0,248.0,1
21010,ETCHED GLASS BIRD TREE DECORATION,B,Normal,17.91111111111111,714.6,840.0,630.0,362.0,1
23460,SWEETHEART WALL TIDY ,B,Normal,3.6,422.8,448.0,202.0,162.0,1
15058B,PINK WHITE SPOTS GARDEN PARASOL,B,Normal,4.864864864864865,245.9,280.0,126.0,188.0,1
22857,ASSORTED EASTER GIFT TAGS,B,Normal,26.652173913043477,1857.4,2044.0,2146.0,441.0,0
22202,MILK PAN PINK POLKADOT,B,Normal,8.9375,1113.4,1176.0,706.0,255.0,1
21786,POLKADOT RAIN HAT ,B,Normal,24.78846153846154,3858.5,4032.0,6048.0,425.0,0
23433,HANGING QUILTED PATCHWORK APPLES,B,Normal,22.5,2362.5,2520.0,1512.0,405.0,1
21802,CHRISTMAS TREE HEART DECORATION,B,Normal,31.42105263157895,1334.1,1554.0,699.0,479.0,1
22678,FRENCH BLUE METAL DOOR SIGN 3,B,Normal,8.591397849462366,667.9,728.0,1201.0,250.0,0
84569D,PACK 6 HEART/ICE-CREAM PATCHES,B,Normal,9.511904761904763,437.4,504.0,151.0,264.0,1
22258,FELT FARM ANIMAL RABBIT,B,Normal,19.189655172413794,1881.7,2016.0,1512.0,374.0,1
85179B,WHITE BITTY LIGHT CHAIN ,B,Normal,7.0588235294117645,454.6,504.0,454.0,227.0,1
23347,I LOVE LONDON BEAKER,B,Normal,14.016949152542374,2869.9,2968.0,890.0,320.0,1
85169A,IVORY LOVE BIRD CANDLE,B,Normal,10.375,935.4,1008.0,605.0,275.0,1
23087,ZINC  HEART T-LIGHT HOLDER,B,Normal,20.75,2094.8,2240.0,2688.0,389.0,0
23131,MISELTOE HEART WREATH CREAM,B,Fast Moving,240.0,1680.0,3360.0,4536.0,1324.0,0
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,B,Fast Moving,42.41935483870968,5751.1,6048.0,6350.0,556.0,0
23102,SILVER HEARTS TABLE DECORATION,B,Normal,14.313953488372093,935.8,1036.0,311.0,323.0,1
22049,WRAP CHRISTMAS SCREEN PRINT,B,Fast Moving,48.59154929577465,3509.9,3850.0,5198.0,596.0,0
20832,RED FLOCK LOVE HEART PHOTO FRAME,B,Normal,18.325581395348838,1551.7,1680.0,1008.0,366.0,1
21145,ANTIQUE GLASS PLACE SETTING,B,Normal,23.305555555555557,1852.9,2016.0,2722.0,412.0,0
85136C,RED SHARK HELICOPTER,B,Slow Moving,1.8656716417910448,210.9,224.0,67.0,117.0,1
22416,36 DOILIES SPACEBOY DESIGN ,B,Normal,16.3953488372093,1901.2,2016.0,2722.0,346.0,0
23365,SET 12 COLOUR PENCILS LOVE LONDON,B,Normal,28.849056603773583,2934.1,3136.0,2352.0,459.0,1
23452,HEART MINI PORTRAIT FRAME,B,Normal,12.75,414.8,504.0,529.0,305.0,0
85212,MINI PAINTED GARDEN DECORATION ,B,Normal,32.16279069767442,6830.9,7056.0,3175.0,485.0,1
84964B,BLUE PAINTED KASHMIRI TABLE ,B,Normal,8.5,164.5,224.0,336.0,249.0,0
21399,BLUE POLKADOT COFFEE MUG,B,Fast Moving,41.431372549019606,1810.0,2100.0,1890.0,550.0,1
21530,DAIRY MAID TOASTRACK,B,Normal,8.686868686868687,527.2,588.0,176.0,252.0,1
84678,CLASSICAL ROSE SMALL VASE,B,Normal,9.169491525423728,607.8,672.0,706.0,259.0,0
20752,BLUE POLKADOT WASHING UP GLOVES,B,Normal,3.8292682926829267,225.2,252.0,113.0,167.0,1
84559A,3D SHEET OF DOG STICKERS,B,Normal,8.930769230769231,945.5,1008.0,907.0,255.0,1
17021,NAMASTE SWAGAT INCENSE,B,Fast Moving,53.82608695652174,8527.2,8904.0,5342.0,627.0,1
22856,ASSORTED EASTER DECORATIONS  BELLS,B,Normal,37.91304347826087,3766.6,4032.0,3629.0,526.0,1
85124C,GREEN JUICY FRUIT PHOTO FRAME,B,Normal,4.670588235294118,513.3,546.0,901.0,185.0,0
22323,PINK POLKADOT KIDS BAG,B,Normal,7.523809523809524,633.3,686.0,412.0,234.0,1
21202,DOLLY HONEYCOMB GARLAND,B,Normal,15.074074074074074,2582.5,2688.0,2016.0,332.0,1
37424,WHITE WITH BLACK CATS MUG,B,Fast Moving,122.69047619047619,28709.2,29568.0,31046.0,946.0,0
72815,3 WICK CHRISTMAS BRIAR CANDLE ,B,Normal,6.046511627906977,265.7,308.0,92.0,210.0,1
22260,FELT EGG COSY BLUE RABBIT ,B,Normal,12.494736842105263,4112.5,4200.0,5040.0,302.0,0
21752,GLASS CAKE STAND MIRRORED BASE,B,Normal,2.72,177.0,196.0,59.0,141.0,1
20705,MRS ROBOT SOFT TOY,B,Normal,5.723404255319149,519.9,560.0,840.0,204.0,0
20866,BLUE ROSE FABRIC MIRROR,B,Normal,12.671052631578947,3271.3,3360.0,2520.0,304.0,1
23041,PAPER LANTERN 9 POINT SNOW STAR,B,Normal,6.324324324324325,571.7,616.0,277.0,215.0,1
20784,RED RETRO BAR STOOL,C,Normal,3.25,201.2,224.0,370.0,154.0,0
22680,FRENCH BLUE METAL DOOR SIGN 5,C,Normal,8.707865168539326,527.0,588.0,970.0,252.0,0
84559B,3D SHEET OF CAT STICKERS,C,Normal,9.12,972.2,1036.0,932.0,258.0,1
21277,FRENCH STYLE EMBOSSED HEART CABINET,C,Slow Moving,1.1538461538461537,33.9,42.0,44.0,92.0,0
21759,METAL WALL SHELF UNIT WITH HOOKS,C,Normal,3.0,175.0,196.0,118.0,148.0,1
22321,BIRD DECORATION RED SPOT,C,Normal,17.0,1057.0,1176.0,1058.0,352.0,1
84969,ASSORTED COLOUR SET 6 TEASPOONS,C,Normal,4.127272727272727,139.1,168.0,76.0,174.0,1
84800L,LARGE WHITE/PINK ROSE ART FLOWER,C,Normal,17.486486486486488,1221.6,1344.0,806.0,357.0,1
85008,SET OF 3 CONEY ISLAND OVAL BOXES,C,Normal,3.4078947368421053,424.1,448.0,269.0,158.0,1
84687,BEACH HUT SHELF W 3 DRAWERS,C,Normal,6.488888888888889,1186.6,1232.0,1663.0,218.0,0
23281,FOLDING BUTTERFLY MIRROR RED  ,C,Normal,17.633802816901408,2592.6,2716.0,815.0,359.0,1
85126,LARGE ROUND CUTGLASS CANDLESTICK,C,Normal,4.625,555.6,588.0,353.0,184.0,1
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,C,Normal,38.4375,4770.9,5040.0,3780.0,530.0,1
22266,EASTER DECORATION HANGING BUNNY,C,Normal,24.76,8786.7,8960.0,4032.0,425.0,1
72484,ROSES IN WHITE HEART CANDLE ,C,Fast Moving,50.138888888888886,6425.0,6776.0,10164.0,605.0,0
22860,EASTER TIN CHICKS PINK DAISY,C,Normal,10.74074074074074,946.8,1022.0,1533.0,280.0,0
84750B,BLACK SMALL GLASS CAKE STAND,C,Normal,11.28,817.0,896.0,1344.0,287.0,0
82001S,SILVER RECORD COVER FRAME,C,Normal,20.923076923076923,861.5,1008.0,1058.0,391.0,0
85197,SET OF 12 MINI BUNNIES IN A BUCKET,C,Normal,30.30909090909091,18603.8,18816.0,16934.0,470.0,1
23518,EMBROIDERED RIBBON REEL RACHEL ,C,Normal,11.9,1358.7,1442.0,649.0,295.0,1
22701,PINK DOG BOWL,C,Normal,7.885714285714286,952.8,1008.0,756.0,240.0,1
21250,SET OF SKULL WALL STICKERS,C,Normal,8.208333333333334,1622.5,1680.0,2016.0,245.0,0
84664,CHERRY BLOSSOM BATHROOM CABINET,C,Normal,8.727272727272727,372.9,434.0,195.0,252.0,1
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,C,Normal,34.15384615384615,2000.9,2240.0,1008.0,499.0,1
22717,CARD DOG AND BALL ,C,Normal,19.0327868852459,3898.8,4032.0,6048.0,373.0,0
23088,ZINC HEART FLOWER T-LIGHT HOLDER,C,Normal,17.674418604651162,548.3,672.0,403.0,359.0,1
22986,WRAP GINGHAM ROSE ,C,Normal,34.484848484848484,2908.6,3150.0,4725.0,502.0,0
23033,DRAWER KNOB CERAMIC RED,C,Normal,13.58,1248.9,1344.0,1008.0,315.0,1
22597,MUSICAL ZINC HEART DECORATION ,C,Normal,35.183098591549296,2861.7,3108.0,932.0,507.0,1
22280,POCKET BAG PINK PAISELY BROWN SPOT,C,Normal,7.329113924050633,1628.7,1680.0,1512.0,231.0,1
78124,MAGAZINE RACK GEBRA ASSORTED ,C,Normal,28.72,3831.0,4032.0,6653.0,458.0,0
47504H,ENGLISH ROSE SPIRIT LEVEL ,C,Normal,11.367816091954023,1936.4,2016.0,2419.0,288.0,0
85019B,BLOSSOM  IMAGES NOTEBOOK SET,C,Normal,19.555555555555557,1879.1,2016.0,3024.0,378.0,0
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,C,Normal,25.541666666666668,6541.2,6720.0,6048.0,432.0,1
37492B,BLUE YELLOW FLOWER PIGGY BANK,C,Normal,12.2,1930.6,2016.0,3326.0,298.0,0
35648,VINTAGE BEAD PINK PURSE ,C,Normal,13.136363636363637,580.0,672.0,605.0,310.0,1
23533,WALL ART GARDEN HAVEN ,C,Normal,8.75,1450.8,1512.0,907.0,253.0,1
35958,FOLKART ZINC STAR CHRISTMAS DEC,C,Normal,19.29824561403509,3224.9,3360.0,1512.0,375.0,1
85160B,BLACK BIRD GARDEN DESIGN MUG,C,Fast Moving,204.96666666666667,40229.2,41664.0,62496.0,1223.0,0
23402,HOME SWEET HOME 3 PEG HANGER ,C,Normal,6.7105263157894735,625.0,672.0,1109.0,221.0,0
21636,MADRAS NOTEBOOK MEDIUM,C,Normal,13.373333333333333,1586.4,1680.0,1008.0,312.0,1
22995,TRAVEL CARD WALLET SUKI,C,Normal,17.824,2689.2,2814.0,2110.0,361.0,1
23525,WALL ART BUFFALO BILL ,C,Normal,13.956521739130435,1582.3,1680.0,1008.0,319.0,1
23331,DECORATIVE WICKER HEART SMALL,C,Normal,26.642857142857142,1157.5,1344.0,2218.0,441.0,0
20932,PINK POT PLANT CANDLE,C,Normal,5.545454545454546,633.2,672.0,302.0,201.0,1
21690,SILVER  CANDLEPOT JARDIN ,C,Normal,4.065573770491803,307.5,336.0,353.0,172.0,0
21425,SKULLS STORAGE BOX LARGE,C,Normal,8.035714285714286,1959.8,2016.0,1814.0,242.0,1
21562,HAWAIIAN GRASS SKIRT ,C,Normal,11.254237288135593,1041.2,1120.0,504.0,287.0,1
22116,METAL SIGN HIS DINNER IS SERVED,C,Normal,6.504424778761062,1298.5,1344.0,605.0,218.0,1
21814,HEART T-LIGHT HOLDER ,C,Normal,11.618181818181819,450.7,532.0,239.0,291.0,1
23527,ANIMALS AND NATURE WALL ART,C,Normal,20.53846153846154,1830.2,1974.0,2665.0,387.0,0
23153,ZINC SWEETHEART WIRE LETTER RACK,C,Normal,4.065573770491803,307.5,336.0,202.0,172.0,1
21711,FOLDING UMBRELLA  WHITE/RED  SPOT,C,Normal,11.772727272727273,925.6,1008.0,756.0,293.0,1
23512,EMBROIDERED RIBBON REEL ROSIE,C,Normal,13.08108108108108,2092.4,2184.0,3604.0,309.0,0
20758,ABSTRACT CIRCLES POCKET BOOK,C,Fast Moving,81.48484848484848,66629.6,67200.0,100800.0,771.0,0
84817,DANISH ROSE DECORATIVE PLATE,C,Normal,15.455882352941176,2243.8,2352.0,3528.0,336.0,0
23566,EGG CUP MILKMAID HEIDI,C,Normal,28.0,1904.0,2100.0,1260.0,452.0,1
21061,PARTY INVITES FOOTBALL,C,Normal,11.232758620689655,3953.4,4032.0,2419.0,286.0,1
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,C,Fast Moving,439.3333333333333,25820.7,28896.0,26006.0,1791.0,1
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,C,Normal,2.9206349206349205,147.6,168.0,176.0,146.0,0
22119, PEACE WOODEN BLOCK LETTERS,C,Normal,4.925925925925926,203.5,238.0,321.0,190.0,0
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,C,Normal,21.44859813084112,2565.9,2716.0,2852.0,396.0,0
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,C,Normal,36.148148148148145,3947.0,4200.0,3780.0,514.0,1
20707,CRAZY DAISY HEART DECORATION,C,Normal,20.9672131147541,6573.2,6720.0,10080.0,391.0,0
15058B,PINK POLKADOT GARDEN PARASOL,C,Normal,2.951219512195122,259.3,280.0,420.0,147.0,0
21131,GOLD STANDING GNOME,C,Normal,9.37037037037037,1614.4,1680.0,2772.0,262.0,0
84358,FLOOR LAMP SHADE WOOD BASE,C,Normal,5.136363636363637,692.0,728.0,874.0,194.0,0
23514,EMBROIDERED RIBBON REEL SALLY ,C,Normal,10.409090909090908,1943.1,2016.0,605.0,276.0,1
85189,HANGING BUTTERFLY  EGG,C,Normal,25.386363636363637,3854.3,4032.0,2419.0,430.0,1
21630,FLOOR CUSHION ELEPHANT CARNIVAL,C,Slow Moving,2.260869565217391,152.2,168.0,76.0,128.0,1
22324,BLUE POLKADOT KIDS BAG,C,Normal,7.327868852459017,620.7,672.0,403.0,231.0,1
72045D,ROSES ON BLUE TEACUP CANDLE ,C,Fast Moving,178.66666666666666,5805.3,7056.0,10584.0,1142.0,0
22786,CUSHION COVER PINK UNION JACK,C,Normal,3.4680851063829787,171.7,196.0,323.0,159.0,0
22321,BIRD DECORATION RED RETROSPOT,C,Normal,17.22222222222222,1895.4,2016.0,3326.0,355.0,0
22707,WRAP MONSTER FUN ,C,Normal,28.666666666666668,499.3,700.0,945.0,457.0,0
23510,MINI PLAYING CARDS GYMKHANA,C,Fast Moving,42.53703703703704,10944.2,11242.0,15177.0,557.0,0
85018D,YULETIDE IMAGES S/6 PAPER BOXES,C,Normal,17.72093023255814,1220.0,1344.0,605.0,360.0,1
21269,ANTIQUE CREAM CUTLERY SHELF ,C,Slow Moving,1.8596491228070176,43.0,56.0,84.0,117.0,0
46000P,POLYESTER FILLER PAD 65CMx65CM,C,Normal,5.170731707317073,313.8,350.0,105.0,194.0,1
35962,12 ASS ZINC CHRISTMAS DECORATIONS,C,Normal,11.0,595.0,672.0,504.0,283.0,1
84405A,S/3 PINK COL METAL BASKET W HANDLE,C,Normal,3.210526315789474,397.5,420.0,378.0,153.0,1
20671,BLUE TEATIME PRINT BOWL ,C,Normal,7.776595744680851,953.6,1008.0,907.0,238.0,1
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,C,Normal,13.824561403508772,659.2,756.0,680.0,318.0,1
21691,SILVER VANILLA FLOWER CANDLE POT,C,Normal,4.444444444444445,136.9,168.0,101.0,180.0,1
23529,WALL ART DOLLY GIRL ,C,Normal,18.294117647058822,1565.9,1694.0,508.0,365.0,1
84760L,LARGE HANGING GLASS+ZINC LANTERN,C,Fast Moving,560.0,3920.0,7840.0,4704.0,2022.0,1
23419,HOME SWEET HOME BOTTLE ,C,Normal,9.297872340425531,606.9,672.0,504.0,261.0,1
17109B,FLOWER FAIRY INCENSE LAVENDER,C,Fast Moving,302.73333333333335,52312.9,54432.0,89813.0,1487.0,0
84666,SQUARE CHERRY BLOSSOM CABINET,C,Normal,12.555555555555555,332.1,420.0,693.0,303.0,0
22939,ADULT APRON APPLE DELIGHT,C,Normal,5.59375,660.8,700.0,735.0,202.0,0
20778,GARDEN PATH NOTEBOOK ,C,Fast Moving,50.63380281690141,46685.6,47040.0,21168.0,608.0,1
84360,TABLE LAMP WHITE SHADE WOOD BASE,C,Normal,5.088235294117647,468.4,504.0,302.0,193.0,1
37475,SET/4 COLOURFUL MIXING BOWLS,C,Slow Moving,2.0,84.0,98.0,147.0,121.0,0
20773,BLUE PAISLEY NOTEBOOK,C,Normal,37.96551724137931,42378.2,42644.0,19190.0,526.0,1
21725,SWEETIES  STICKERS,C,Normal,10.683673469387756,1101.2,1176.0,1764.0,279.0,0
85104,SILVER GLASS T-LIGHT SET,C,Normal,7.108695652173913,1966.2,2016.0,1814.0,228.0,1
22512,DOORSTOP RACING CAR DESIGN,C,Normal,6.4655172413793105,1298.7,1344.0,1613.0,217.0,0
21746,SMALL RED SPOT  WINDMILL,C,Normal,18.097560975609756,2561.3,2688.0,2419.0,363.0,1
22096,PINK PAISLEY SQUARE TISSUE BOX ,C,Normal,13.168,5983.8,6076.0,2734.0,310.0,1
23528,SPACEBOY WALL ART,C,Normal,34.0,3290.0,3528.0,4763.0,498.0,0
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,C,Normal,6.428571428571429,445.0,490.0,294.0,217.0,1
22994,TRAVEL CARD WALLET RETROSPOT,C,Normal,18.954954954954953,2597.3,2730.0,4095.0,372.0,0
22598,CHRISTMAS MUSICAL ZINC TREE,C,Normal,21.694444444444443,1864.1,2016.0,2722.0,398.0,0
21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,C,Normal,18.732142857142858,764.9,896.0,538.0,370.0,1
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,C,Slow Moving,1.7333333333333334,71.9,84.0,76.0,112.0,1
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,C,Fast Moving,54.18867924528302,11716.7,12096.0,12701.0,629.0,0
84974,S/2 ZINC HEART DESIGN PLANTERS,C,Slow Moving,1.679245283018868,72.2,84.0,25.0,111.0,1
72799A,BLACK PILLAR CANDLE SILVER FLOCK,C,Normal,36.0,3108.0,3360.0,2016.0,513.0,1
20934,SET/3 POT PLANT CANDLES,C,Normal,3.7111111111111112,226.0,252.0,189.0,165.0,1
85019A,ROMANTIC IMAGES NOTEBOOK SET,C,Normal,15.585365853658537,1906.9,2016.0,3024.0,337.0,0
23540,WALL ART THE MAGIC FOREST ,C,Normal,18.0,1722.0,1848.0,2218.0,362.0,0
21708,FOLDING UMBRELLA CREAM POLKADOT,C,Normal,4.45,472.8,504.0,227.0,180.0,1
21805,WHITE CHRISTMAS TREE DECORATION ,C,Normal,37.92857142857143,1918.5,2184.0,1310.0,526.0,1
23107,WHITE HEARTS WIRE PLANT POT HOLDER,C,Normal,7.363636363636363,298.5,350.0,315.0,232.0,1
47504E,ENGLISH ROSE SCISSORS,C,Fast Moving,132.4848484848485,57536.6,58464.0,26309.0,983.0,1
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,C,Normal,14.568627450980392,570.0,672.0,706.0,326.0,0
22679,FRENCH BLUE METAL DOOR SIGN 4,C,Normal,8.081395348837209,503.4,560.0,924.0,243.0,0
20798,CLEAR MILKSHAKE GLASS,C,Normal,11.41025641025641,592.1,672.0,302.0,289.0,1
21726,MULTI HEARTS  STICKERS,C,Normal,9.436363636363636,1333.9,1400.0,840.0,262.0,1
17033,"BROCADE PURSE,SMALL ARCH BUTTON",C,Fast Moving,58.55357142857143,8662.1,9072.0,4082.0,654.0,1
84637,KITCHEN FLOWER POTS WALL PLAQUE,C,Normal,15.709677419354838,3250.0,3360.0,1512.0,339.0,1
21189,WHITE HONEYCOMB PAPER GARLAND ,C,Normal,9.526315789473685,633.3,700.0,210.0,264.0,1
35923,CANDY HEART HANGING DECORATION,C,Normal,24.216666666666665,3862.5,4032.0,1210.0,420.0,1
22896,PEG BAG APPLE DESIGN,C,Normal,29.53846153846154,1193.2,1400.0,420.0,464.0,1
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,C,Normal,10.0625,503.6,574.0,603.0,271.0,0
84826,ASSTD DESIGN 3D PAPER STICKERS,C,Normal,40.25581395348837,3078.2,3360.0,1008.0,542.0,1
22647,CERAMIC LOVE HEART MONEY BANK,C,Normal,17.366666666666667,900.4,1022.0,1686.0,356.0,0
23545,WRAP RED VINTAGE DOILY,C,Fast Moving,42.857142857142854,2500.0,2800.0,1680.0,559.0,1
22264,FELT FARM ANIMAL WHITE BUNNY ,C,Normal,25.757142857142856,3851.7,4032.0,6653.0,434.0,0
21060,PARTY INVITES BALLOON GIRL,C,Normal,10.596491228070175,3957.8,4032.0,4838.0,278.0,0
20617,FIRST CLASS PASSPORT COVER ,C,Normal,6.647058823529412,2753.5,2800.0,3780.0,220.0,0
84791,GINGHAM HEART DECORATION,C,Normal,5.192982456140351,299.6,336.0,302.0,195.0,1
20759,CHRYSANTHEMUM POCKET BOOK ,C,Fast Moving,133.34883720930233,72986.6,73920.0,88704.0,987.0,0
21391,FRENCH LAVENDER SCENT HEART,C,Normal,15.934426229508198,1232.5,1344.0,1814.0,341.0,0
23517,EMBROIDERED RIBBON REEL REBECCA ,C,Normal,9.454545454545455,1445.8,1512.0,907.0,263.0,1
23002,TRAVEL CARD WALLET SKULLS,C,Normal,19.177570093457945,2553.8,2688.0,2822.0,374.0,0
21945,STRAWBERRIES  DESIGN FLANNEL ,C,Normal,22.323529411764707,7907.7,8064.0,13306.0,404.0,0
23099,FRENCH CARRIAGE LANTERN,C,Normal,2.8085106382978724,148.3,168.0,126.0,143.0,1
22814,CARD PARTY GAMES ,C,Normal,18.8141592920354,2052.3,2184.0,2948.0,371.0,0
22069,BROWN  PIRATE TREASURE CHEST ,C,Normal,8.14864864864865,713.0,770.0,1270.0,244.0,0
84925F,PSYCHEDELIC WALL THERMOMETER,C,Normal,22.93548387096774,3199.5,3360.0,5040.0,409.0,0
20780,BLACK EAR MUFF HEADPHONES,C,Normal,3.2830188679245285,509.0,532.0,559.0,155.0,0
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,C,Normal,6.521739130434782,626.3,672.0,504.0,218.0,1
20757,RED DAISY POCKET BOOK ,C,Fast Moving,106.02,66457.9,67200.0,40320.0,880.0,1
21815,STAR  T-LIGHT HOLDER ,C,Normal,12.081632653061224,587.4,672.0,302.0,297.0,1
21720,CAKE SHOP  STICKER SHEET,C,Normal,13.824324324324325,1303.2,1400.0,1260.0,318.0,1
23532,WALL ART WORK REST AND PLAY  ,C,Normal,10.789473684210526,1898.5,1974.0,3257.0,281.0,0
22288,"DECORATION , HANGING METAL RABBIT",C,Normal,23.228571428571428,4037.4,4200.0,3150.0,412.0,1
21007,ETCHED GLASS DROPLET DECORATION,C,Fast Moving,65.6896551724138,5056.2,5516.0,2482.0,692.0,1
21721,CANDY SHOP  STICKER SHEET,C,Normal,12.884615384615385,917.8,1008.0,1058.0,307.0,0
20991,JAZZ HEARTS MAGNETIC MEMO PAD,C,Fast Moving,504.14285714285717,91223.0,94752.0,156341.0,1918.0,0
85129D,BEADED CRYSTAL HEART PINK SMALL,C,Normal,8.397435897435898,305.2,364.0,164.0,248.0,1
84596E,SMALL LICORICE DES PINK BOWL,C,Normal,8.8,1114.4,1176.0,1764.0,253.0,0
85226A,WHITE/BLUE PULL BACK RACING CAR,C,Normal,19.057471264367816,6586.6,6720.0,3024.0,373.0,1
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,C,Normal,4.842105263157895,358.1,392.0,412.0,188.0,0
21338,MARAKESH LANTERN SMALL ,C,Normal,17.818181818181817,2157.3,2282.0,1712.0,361.0,1
22255,FELT TOADSTOOL  SMALL,C,Normal,13.131578947368421,748.1,840.0,378.0,310.0,1
21284,RETROSPOT CANDLE  SMALL,C,Normal,22.775510204081634,2696.6,2856.0,2142.0,408.0,1
85032B,BLOSSOM IMAGES GIFT WRAP SET,C,Normal,10.322222222222223,1943.7,2016.0,3024.0,275.0,0
20801,LARGE PINK GLASS SUNDAE DISH,C,Normal,17.346153846153847,1222.6,1344.0,2016.0,356.0,0
22821,GIFT BAG PSYCHEDELIC APPLES,C,Normal,15.116279069767442,734.2,840.0,1134.0,332.0,0
23525,BUFFALO BILL WALL ART ,C,Normal,20.5,1536.5,1680.0,1008.0,387.0,1
21836,GINGHAM OVEN GLOVE RED HEART ,C,Normal,3.409090909090909,172.1,196.0,323.0,158.0,0
85124A,PINK JUICY FRUIT PHOTO FRAME,C,Normal,5.947368421052632,490.4,532.0,798.0,208.0,0
20774,GREEN FERN NOTEBOOK,C,Fast Moving,48.15492957746479,44462.9,44800.0,73920.0,593.0,0
20622,VIPPASSPORT COVER ,C,Normal,8.0,2744.0,2800.0,4200.0,242.0,0
84782A,PINK 3 TIER GLASS PLATE STAND,C,Normal,5.409090909090909,410.1,448.0,739.0,199.0,0
21127,COLOURFUL FISHING GNOME,C,Normal,8.352941176470589,2419.5,2478.0,1858.0,247.0,1
23178,JAM CLOCK MAGNET,C,Normal,6.18,964.7,1008.0,1210.0,212.0,0
21299,EDWARDIAN TOILET ROLL UNIT ,C,Normal,8.473684210526315,1116.7,1176.0,1588.0,249.0,0
84985A,SET OF 72 GREEN PAPER DOILIES,C,Normal,5.958762886597938,672.3,714.0,1178.0,209.0,0
23179,CLOCK MAGNET MUM'S KITCHEN,C,Normal,8.685714285714285,947.2,1008.0,1210.0,252.0,0
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,C,Normal,8.46774193548387,1956.7,2016.0,2117.0,249.0,0
21635,MADRAS NOTEBOOK LARGE ,C,Normal,10.394736842105264,1943.2,2016.0,1210.0,275.0,1
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,C,Normal,11.311111111111112,1712.8,1792.0,1882.0,287.0,0
21780,MA CAMPAGNE 4 DRAWER WALL SHELF,C,Normal,11.363636363636363,256.5,336.0,151.0,288.0,1
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,C,Normal,6.125,545.1,588.0,617.0,211.0,0
22143,CHRISTMAS CRAFT HEART DECORATIONS,C,Normal,10.24390243902439,1944.3,2016.0,1512.0,273.0,1
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,C,Normal,15.311111111111112,1236.8,1344.0,1008.0,334.0,1
90200D,PINK SWEETHEART BRACELET,C,Normal,3.7547169811320753,309.7,336.0,302.0,166.0,1
21062,PARTY INVITES SPACEMAN,C,Normal,9.09009009009009,608.4,672.0,403.0,258.0,1
23523,TREASURE AHOY WALL ART,C,Normal,22.5,2026.5,2184.0,1310.0,405.0,1
20786,BLACK RETRO BAR STOOL,C,Slow Moving,2.4444444444444446,150.9,168.0,76.0,134.0,1
72529W,WHITE ADVENT CANDLE,C,Normal,16.40740740740741,1677.1,1792.0,2957.0,346.0,0
